vgsales_ID,Game_Name,Release_Year,Genre,Publisher,Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
vgsales_ID_7077,Need for Speed Underground 2,2004,Racing,Electronic Arts,"PS2, XB, GC, GBA, PC",5.1,4.39,0.09,1.24,10.83
vgsales_ID_7078,Need for Speed Underground 2,2005,Racing,Electronic Arts,DS,0.11,0.02,0,0.01,0.14
vgsales_ID_7079,Need for Speed Underground Rivals,2005,Racing,Electronic Arts,PSP,0.69,0.38,0.02,0.24,1.32
vgsales_ID_7080,Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,"PS3, X360, Wii, PC",2.38,2.67,0.03,0.8,5.89
vgsales_ID_7081,Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,"PS2, XB, GC",3.04,0.51,0.02,0.14,3.73
vgsales_ID_7082,Need for Speed: Most Wanted,2005,Racing,Electronic Arts,"PS2, X360, XB, GC, PC, DS, GBA",4.44,2.84,0.1,0.71,8.09
vgsales_ID_7083,Need for Speed: Most Wanted,2012,Racing,Electronic Arts,"PS3, X360, PSV, PC",1.71,2.89,0.08,1.03,5.71
vgsales_ID_7084,Need for Speed: Most Wanted,2013,Racing,Electronic Arts,WiiU,0.14,0.12,0,0.02,0.28
vgsales_ID_7085,Need for Speed: Most Wanted 5-1-0,2005,Racing,Electronic Arts,PSP,1.77,0.13,0.02,0.18,2.1
vgsales_ID_7086,Need for Speed: Nitro,2009,Racing,Electronic Arts,"Wii, DS",0.68,0.44,0,0.12,1.24
vgsales_ID_7087,Need for Speed: Porsche Unleashed,1999,Racing,Electronic Arts,PS,0.43,0.29,0,0.05,0.77
vgsales_ID_7088,Need for Speed: Porsche Unleashed,2004,Racing,Zoo Digital Publishing,GBA,0.35,0.13,0,0.01,0.48
vgsales_ID_7089,Need for Speed: ProStreet,2007,Racing,Electronic Arts,"PS2, X360, PS3, Wii, DS, PC",3.11,2.23,0.09,2.41,7.8
vgsales_ID_7090,Need for Speed: ProStreet,2008,Racing,Electronic Arts,PSP,0.24,0.33,0.01,0.2,0.78
vgsales_ID_7091,Need for Speed: Shift,2009,Racing,Electronic Arts,"PS3, X360, PSP, PC",1.58,2.81,0.06,0.97,5.42
vgsales_ID_7092,Need for Speed: Shift 2 Unleashed,2011,Racing,Electronic Arts,"PS3, X360, PC",0.43,0.69,0,0.2,1.32
vgsales_ID_7093,Need for Speed: The Run,2011,Action,Electronic Arts,"PS3, X360, PC, Wii, 3DS",1.52,2.07,0.04,0.64,4.27
vgsales_ID_7094,Need for Speed: V-Rally,1997,Racing,Infogrames,PS,0.43,0.29,0.09,0.06,0.87
vgsales_ID_7095,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006,Adventure,Konami Digital Entertainment,PS2,0,0,0.04,0,0.04
vgsales_ID_7096,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,2007,Adventure,Marvelous Interactive,DS,0,0,0.02,0,0.02
vgsales_ID_7097,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",2006,Adventure,Marvelous Interactive,DS,0,0,0.04,0,0.04
vgsales_ID_7098,Negima!? Dream Tactic Yumemiru Otome Princess,2007,Strategy,Konami Digital Entertainment,PS2,0,0,0.03,0,0.03
vgsales_ID_7099,Neighborhood Games,2009,Misc,THQ,Wii,0.17,0.02,0,0.01,0.2
vgsales_ID_7100,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2013,Fighting,Arc System Works,3DS,0,0,0.03,0,0.03
vgsales_ID_7101,Nendoroid Generation,2012,Role-Playing,Namco Bandai Games,PSP,0,0,0.06,0,0.06
vgsales_ID_7102,Neo Angelique,2006,Adventure,Tecmo Koei,PS2,0,0,0.02,0,0.02
vgsales_ID_7103,Neo Angelique Special,2008,Adventure,Tecmo Koei,PSP,0,0,0.01,0,0.01
vgsales_ID_7104,Neo Atlas,1998,Strategy,ArtDink,PS,0,0,0.09,0.01,0.09
vgsales_ID_7105,Neo Contra,2004,Shooter,Konami Digital Entertainment,PS2,0.1,0.08,0,0.03,0.21
vgsales_ID_7106,NeoGeo Battle Coliseum,2005,Fighting,Ignition Entertainment,PS2,0.16,0.13,0,0.04,0.33
vgsales_ID_7107,Neon Genesis Evangelion,1996,Adventure,Sega,SAT,0,0,0.44,0,0.44
vgsales_ID_7108,Neon Genesis Evangelion,1999,Adventure,Namco Bandai Games,N64,0,0,0.06,0,0.06
vgsales_ID_7109,Neon Genesis Evangelion 2nd Impression,1997,Role-Playing,Sega,SAT,0,0,0.42,0,0.42
vgsales_ID_7110,Neopets Petpet Adventures: The Wand of Wishing,2006,Adventure,Sony Computer Entertainment,PSP,0.11,0,0,0.01,0.12
vgsales_ID_7111,Neopets Puzzle Adventure,2008,Puzzle,Capcom,"DS, Wii",0.45,0.02,0,0.04,0.52
vgsales_ID_7112,Neopets: The Darkest Faerie,2005,Adventure,Sony Computer Entertainment,PS2,0.15,0.12,0,0.04,0.3
vgsales_ID_7113,Nep League DS,2007,Sports,Jaleco,DS,0,0,0.18,0,0.18
vgsales_ID_7114,Nervous Brickdown,2007,Puzzle,Eidos Interactive,DS,0,0.01,0,0,0.02
vgsales_ID_7115,Net High,2015,Adventure,Marvelous Games,PSV,0,0,0.02,0,0.02
vgsales_ID_7116,Netsu Chu! Pro Yakyuu 2002,2002,Sports,Namco Bandai Games,PS2,0,0,0.25,0,0.25
vgsales_ID_7117,Netsu Chu! Pro Yakyuu 2003,2003,Sports,Namco Bandai Games,PS2,0,0,0.28,0,0.28
vgsales_ID_7118,Nettou! Powerful Koushien,2010,Sports,Konami Digital Entertainment,DS,0,0,0.03,0,0.03
vgsales_ID_7119,NeverDead,2012,Shooter,Konami Digital Entertainment,"PS3, X360",0.12,0.07,0.01,0.03,0.23
vgsales_ID_7120,Neverland Card Battles,2008,Role-Playing,Idea Factory,PSP,0.04,0,0,0.01,0.05
vgsales_ID_7121,Neverwinter Nights,2002,Role-Playing,Atari,PC,0,0.03,0,0.01,0.03
vgsales_ID_7122,Neverwinter Nights 2,2006,Role-Playing,Atari,PC,0,0.02,0,0,0.03
vgsales_ID_7123,Neverwinter Nights 2: Mask of the Betrayer,2007,Role-Playing,Atari,PC,0,0.01,0,0,0.01
vgsales_ID_7124,Neverwinter Nights Diamond,2004,Role-Playing,Atari,PC,0,0.02,0,0,0.03
vgsales_ID_7125,New Atelier Rorona: Hajimari no Monogatari,2015,Action,Tecmo Koei,3DS,0,0,0.02,0,0.02
vgsales_ID_7126,New Carnival Games,2010,Misc,Take-Two Interactive,"Wii, DS",0.51,0.26,0,0.07,0.84
vgsales_ID_7127,New International Track & Field,2008,Sports,Konami Digital Entertainment,DS,0.07,0,0,0.01,0.08
vgsales_ID_7128,New Interpretation Stranger of Sword City,2016,Role-Playing,Experience Inc.,PSV,0,0,0.01,0,0.01
vgsales_ID_7129,New Legends,2002,Action,THQ,XB,0.07,0.02,0,0,0.09
vgsales_ID_7130,New Love Plus,2012,Simulation,Konami Digital Entertainment,3DS,0,0,0.19,0,0.19
vgsales_ID_7131,New Play Control! Donkey Kong Jungle Beat,2008,Platform,Nintendo,Wii,0.24,0.17,0.14,0.05,0.61
vgsales_ID_7132,New Play Control! Mario Power Tennis,2009,Sports,Nintendo,Wii,0.37,0.69,0.28,0.14,1.48
vgsales_ID_7133,New Play Control! Pikmin,2008,Strategy,Nintendo,Wii,0.29,0.14,0.19,0.04,0.66
vgsales_ID_7134,New Play Control! Pikmin 2,2009,Strategy,Nintendo,Wii,0.11,0.14,0.33,0.02,0.6
vgsales_ID_7135,New Prince of Tennis: Go to the Top,2015,Action,FuRyu,3DS,0,0,0.05,0,0.05
vgsales_ID_7136,New Super Luigi U,2013,Platform,Nintendo,WiiU,1.27,0.62,0.18,0.16,2.22
vgsales_ID_7137,New Super Mario Bros.,2006,Platform,Nintendo,DS,11.38,9.23,6.5,2.9,30.01
vgsales_ID_7138,New Super Mario Bros. 2,2012,Platform,Nintendo,3DS,3.66,3.07,2.47,0.63,9.82
vgsales_ID_7139,New Super Mario Bros. U,2012,Platform,Nintendo,WiiU,2.32,1.3,1.27,0.31,5.19
vgsales_ID_7140,New Super Mario Bros. Wii,2009,Platform,Nintendo,Wii,14.59,7.06,4.7,2.26,28.62
vgsales_ID_7141,New Tokyo Legacy: Operation Babel,2015,Role-Playing,5pb,PSV,0,0,0.03,0,0.03
vgsales_ID_7142,"NewU Fitness First Mind Body, Yoga & Pilates Workout",2010,Sports,Black Bean Games,Wii,0.12,0.02,0,0.01,0.15
vgsales_ID_7143,Next Generation of Chaos,2002,Role-Playing,Idea Factory,PS2,0,0,0.05,0,0.05
vgsales_ID_7144,"Ni Hao, Kai-lan: New Year's Celebration",2009,Misc,Take-Two Interactive,DS,0.19,0,0,0.01,0.2
vgsales_ID_7145,"Ni Hao, Kai-lan: Super Game Day",2009,Misc,Take-Two Interactive,"Wii, PS2",0.22,0.03,0,0.02,0.27
vgsales_ID_7146,Ni no Kuni: Wrath of the White Witch,2011,Role-Playing,Namco Bandai Games,PS3,0.6,0.51,0.21,0.23,1.55
vgsales_ID_7147,NiGHTS into dreams...,1996,Platform,Sega,SAT,0,0,0.43,0,0.43
vgsales_ID_7148,NiGHTS into dreams...,2008,Platform,Sega,PS2,0,0,0.01,0,0.01
vgsales_ID_7149,NiGHTS: Journey of Dreams,2007,Platform,Sega,Wii,0.33,0.03,0.04,0.03,0.42
vgsales_ID_7150,Nichibeikan Pro Yakyuu: Final League,2002,Sports,SquareSoft,PS2,0,0,0.07,0,0.07
vgsales_ID_7151,Nichibutsu Arcade Classics,1995,Misc,Nichibutsu,SNES,0,0,0.28,0,0.28
vgsales_ID_7152,NickToons: Racing,2001,Racing,Hasbro Interactive,PS,0.09,0.06,0,0.01,0.17
vgsales_ID_7153,NickToons: Racing,2002,Racing,Infogrames,GBA,0.19,0.07,0,0,0.27
vgsales_ID_7154,Nickelodeon Dance,2011,Misc,Take-Two Interactive,"Wii, X360",0.31,0.03,0,0.03,0.37
vgsales_ID_7155,Nickelodeon Fit,2010,Sports,Take-Two Interactive,Wii,0.78,0.09,0,0.06,0.93
vgsales_ID_7156,Nickelodeon Party Blast,2002,Misc,Atari,GC,0.19,0.05,0,0.01,0.25
vgsales_ID_7157,Nickelodeon Party Blast,2002,Misc,Infogrames,XB,0.16,0.05,0,0.01,0.22
vgsales_ID_7158,Nickelodeon Team Umizoomi,2011,Action,Take-Two Interactive,DS,0.45,0,0,0.03,0.48
vgsales_ID_7159,Nicktoons: Attack of the Toybots,2007,Platform,THQ,"PS2, Wii, DS",0.68,0.19,0,0.09,0.99
vgsales_ID_7160,Nicktoons: Battle for Volcano Island,2006,Action,THQ,DS,0.28,0,0,0.02,0.3
vgsales_ID_7161,Nicktoons: Freeze Frame Frenzy,2004,Action,THQ,GBA,0.29,0.11,0,0.01,0.4
vgsales_ID_7162,Nicktoons: MLB,2011,Sports,Take-Two Interactive,"Wii, X360, DS",0.37,0,0,0.03,0.39
vgsales_ID_7163,Nicktoons: Movin',2004,Action,THQ,PS2,0.16,0.12,0,0.04,0.32
vgsales_ID_7164,Nicktoons: Unite!,2005,Adventure,THQ,"PS2, GC",0.61,0.08,0,0.07,0.76
vgsales_ID_7165,Nicktoons: Unite!,2006,Adventure,THQ,DS,0.1,0,0,0.01,0.11
vgsales_ID_7166,Nicola Kanshuu: Model * Oshare Audition,2010,Misc,Alchemist,DS,0,0,0.06,0,0.06
vgsales_ID_7167,Nicola Kanshuu: Model * Oshare Audition 2,2011,Action,Alchemist,3DS,0,0,0.06,0,0.06
vgsales_ID_7168,Nicola Kanshuu: Model Oshare * Audition Platina,2012,Action,Alchemist,3DS,0,0,0.08,0,0.08
vgsales_ID_7169,NieR,2010,Role-Playing,Square Enix,"PS3, X360",0.3,0.3,0.24,0.09,0.93
vgsales_ID_7170,Night Head: The Labyrinth,1995,Adventure,Fuji,PS,0,0,0.03,0,0.03
vgsales_ID_7171,Night Warriors: Darkstalkers' Revenge,1995,Fighting,Virgin Interactive,SAT,0,0,0.34,0,0.34
vgsales_ID_7172,Night Wizard the Video Game: Denial of the World,2008,Adventure,5pb,PS2,0,0,0.02,0,0.02
vgsales_ID_7173,Night at the Museum: Battle of the Smithsonian,2009,Action,Majesco Entertainment,"DS, Wii, X360",0.36,0.34,0,0.08,0.78
vgsales_ID_7174,NightCaster,2002,Action,Microsoft Game Studios,XB,0.1,0.03,0,0,0.13
vgsales_ID_7175,NightCaster II: Equinox,2002,Action,Jaleco,XB,0.03,0.01,0,0,0.05
vgsales_ID_7176,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,1996,Misc,Sonnet,SAT,0,0,0.02,0,0.02
vgsales_ID_7177,Nightmare Creatures,1996,Action,Activision,N64,0.21,0.05,0,0,0.26
vgsales_ID_7178,Nightmare Creatures,1997,Action,Sony Computer Entertainment,PS,0.35,0.24,0,0.04,0.63
vgsales_ID_7179,Nightmare Creatures II,2000,Action,Konami Digital Entertainment,PS,0.09,0.06,0,0.01,0.17
vgsales_ID_7180,Nights of Azure,2015,Action,Tecmo Koei,PS4,0.03,0.02,0,0.01,0.06
vgsales_ID_7181,Nightshade,2003,Action,Sega,PS2,0.06,0.04,0,0.01,0.12
vgsales_ID_7182,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,2009,Misc,Nintendo,DS,0,0,0.1,0,0.1
vgsales_ID_7183,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,2005,Misc,Success,DS,0,0,0.04,0,0.04
vgsales_ID_7184,Nike+ Kinect Training,2012,Sports,Microsoft Game Studios,X360,0.02,0.02,0,0,0.05
vgsales_ID_7185,Niko Puchi Girls Runway,2015,Misc,Happinet,3DS,0,0,0.02,0,0.02
vgsales_ID_7186,Nikoli's Pencil Puzzle,2011,Puzzle,Hudson Soft,3DS,0.05,0.03,0,0.01,0.08
vgsales_ID_7187,Nil Admirari no Tenbin: Teito Genwaku Toukidan,2016,Adventure,Idea Factory,PSV,0,0,0.02,0,0.02
vgsales_ID_7188,Ninja Assault,2002,Shooter,Namco Bandai Games,PS2,0.05,0.04,0,0.01,0.11
vgsales_ID_7189,Ninja Blade,2009,Action,Microsoft Game Studios,X360,0.14,0.14,0.02,0.03,0.33
vgsales_ID_7190,Ninja Gaiden,2004,Action,Microsoft Game Studios,XB,0.92,0.2,0.07,0.04,1.23
vgsales_ID_7191,Ninja Gaiden 3,2012,Action,Nintendo,WiiU,0.15,0.03,0,0.02,0.19
vgsales_ID_7192,Ninja Gaiden 3,2012,Action,Tecmo Koei,"PS3, X360",0.35,0.15,0.14,0.07,0.69
vgsales_ID_7193,Ninja Gaiden Black,2005,Action,Microsoft Game Studios,XB,0.07,0.02,0,0,0.09
vgsales_ID_7194,Ninja Gaiden II,2008,Action,Tecmo Koei,X360,0.65,0.22,0.05,0.1,1.01
vgsales_ID_7195,Ninja Gaiden Sigma,2007,Action,Eidos Interactive,PS3,0.57,0.33,0.09,0.16,1.15
vgsales_ID_7196,Ninja Gaiden Sigma,2012,Action,Tecmo Koei,PSV,0.13,0.06,0.04,0.04,0.27
vgsales_ID_7197,Ninja Gaiden Sigma 2,2009,Action,Ubisoft Annecy,PS3,0.52,0.16,0.08,0.1,0.86
vgsales_ID_7198,Ninja Gaiden Sigma 2,2013,Action,Tecmo Koei,PSV,0,0,0.01,0,0.01
vgsales_ID_7199,Ninja Gaiden: Dragon Sword,2008,Action,Tecmo Koei,DS,0.17,0.02,0.02,0.02,0.22
vgsales_ID_7200,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,1986,Platform,Hudson Soft,NES,0,0,1.5,0,1.5
vgsales_ID_7201,Ninja Reflex,2008,Action,Electronic Arts,"Wii, DS",0.2,0.01,0,0.02,0.22
vgsales_ID_7202,Ninja Warriors,1993,Action,Titus,SNES,0,0,0.07,0,0.07
vgsales_ID_7203,Ninja: Shadow of Darkness,1998,Action,Eidos Interactive,PS,0.21,0.14,0,0.02,0.38
vgsales_ID_7204,Ninjabread Man,2007,Action,Popcorn Arcade,Wii,0.07,0,0,0.01,0.08
vgsales_ID_7205,Ninjatown,2008,Strategy,SouthPeak Games,DS,0.12,0,0,0.01,0.14
vgsales_ID_7206,Ninokuni: Shikkoku no Madoushi,2010,Role-Playing,Level 5,DS,0,0,0.54,0,0.54
vgsales_ID_7207,Nintendo Land,2012,Misc,Nintendo,WiiU,2.55,1.11,0.46,0.33,4.44
vgsales_ID_7208,Nintendo Presents: Crossword Collection,2009,Puzzle,Nintendo,DS,0,0.21,0,0.02,0.24
vgsales_ID_7209,Nintendo Presents: New Style Boutique 2 - Fashion Forward,2015,Misc,Nintendo,3DS,0.01,0.61,0.02,0.04,0.69
vgsales_ID_7210,Nintendo World Cup,1990,Sports,Nintendo,NES,0.28,0.5,0.65,0.05,1.48
vgsales_ID_7211,Nintendogs,2005,Simulation,Nintendo,DS,9.07,11,1.93,2.75,24.76
vgsales_ID_7212,Nintendogs + cats,2011,Simulation,Nintendo,3DS,1.44,1.37,0.73,0.27,3.81
vgsales_ID_7213,Nintendogs and Cats Golden Retriever and New Friends,2011,Action,Nintendo,3DS,0,0.01,0,0,0.01
vgsales_ID_7214,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,1998,Sports,Sega,SAT,0,0,0.12,0,0.12
vgsales_ID_7215,Nippon no Asoko de,2008,Misc,Sony Computer Entertainment,PSP,0,0,0.03,0,0.03
vgsales_ID_7216,Nisekoi: Yomeiri!?,2014,Adventure,Konami Digital Entertainment,PSV,0,0,0.03,0,0.03
vgsales_ID_7217,Nisenochigiri,2010,Adventure,Idea Factory,PSP,0,0,0.02,0,0.02
vgsales_ID_7218,Nisenochigiri: Omoide no Saki e,2011,Adventure,Idea Factory,PSP,0,0,0.03,0,0.03
vgsales_ID_7219,Nishijin Pachinko Monogatari 2,1996,Misc,KSS,SNES,0,0,0.03,0,0.03
vgsales_ID_7220,Nitrobike,2008,Racing,Ubisoft,Wii,0.11,0.01,0,0.01,0.14
vgsales_ID_7221,Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,Marvelous Interactive,PS4,0.01,0,0.02,0,0.04
vgsales_ID_7222,Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,Nitroplus,PS3,0,0,0.01,0,0.01
vgsales_ID_7223,No Fate! Only the Power of Will,2010,Adventure,Alchemist,X360,0,0,0.01,0,0.01
vgsales_ID_7224,No Fear Downhill Mountain Biking,1998,Sports,Codemasters,PS,0.07,0.05,0,0.01,0.13
vgsales_ID_7225,No Man's Sky,2016,Action,Hello Games,PS4,0.58,0.74,0.02,0.26,1.6
vgsales_ID_7226,No More Heroes,2007,Action,Rising Star Games,Wii,0.3,0.17,0.04,0.05,0.57
vgsales_ID_7227,No More Heroes 2: Desperate Struggle,2010,Action,Rising Star Games,Wii,0.21,0.12,0.04,0.03,0.41
vgsales_ID_7228,No More Heroes: Heroes' Paradise,2010,Action,Konami Digital Entertainment,PS3,0.1,0.04,0.04,0.02,0.2
vgsales_ID_7229,No More Heroes: Heroes' Paradise,2010,Action,Marvelous Interactive,X360,0,0,0.02,0,0.02
vgsales_ID_7230,No More Heroes: Red Zone,2011,Action,Marvelous Interactive,PS3,0,0,0.09,0,0.09
vgsales_ID_7231,No One Can Stop Mr. Domino!,1998,Misc,JVC,PS,0.04,0.03,0,0,0.08
vgsales_ID_7232,No Rules: Get Phat,2001,Action,TDK Mediactive,GBA,0.03,0.01,0,0,0.04
vgsales_ID_7233,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,1999,Sports,Konami Digital Entertainment,PS,0,0,0.3,0.02,0.32
vgsales_ID_7234,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,2000,Sports,Konami Digital Entertainment,PS,0,0,0.14,0.01,0.15
vgsales_ID_7235,Nobunaga no Yabou DS,2006,Strategy,Tecmo Koei,DS,0,0,0.01,0,0.01
vgsales_ID_7236,Nobunaga no Yabou DS 2,2008,Strategy,Tecmo Koei,DS,0,0,0.03,0,0.03
vgsales_ID_7237,Nobunaga no Yabou Online: Houou no Shou,2012,Strategy,Ackkstudios,PS3,0,0,0.01,0,0.01
vgsales_ID_7238,Nobunaga no Yabou: Haouden,1993,Strategy,Tecmo Koei,SNES,0.3,0,0.32,0,0.62
vgsales_ID_7239,Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,Strategy,Tecmo Koei,PS2,0,0,0.03,0,0.03
vgsales_ID_7240,Nobunaga no Yabou: Ranseiki,2002,Strategy,Tecmo Koei,PS2,0,0,0.13,0,0.13
vgsales_ID_7241,Nobunaga no Yabou: Reppuuden,1999,Strategy,Tecmo Koei,PS,0,0,0.19,0.01,0.2
vgsales_ID_7242,Nobunaga no Yabou: Soutensoku with Power-Up Kit,2011,Strategy,Tecmo Koei,PSP,0,0,0.02,0,0.02
vgsales_ID_7243,Nobunaga no Yabou: Souzou,2013,Strategy,Tecmo Koei,PS3,0,0,0.19,0,0.19
vgsales_ID_7244,Nobunaga no Yabou: Souzou,2014,Strategy,Tecmo Koei,PS4,0,0,0.06,0,0.06
vgsales_ID_7245,Nobunaga no Yabou: Tendou,2010,Strategy,Tecmo Koei,PS3,0,0,0.13,0,0.13
vgsales_ID_7246,Nobunaga no Yabou: Tendou with Power-Up Kit,2011,Strategy,Tecmo Koei,PS3,0,0,0.07,0,0.07
vgsales_ID_7247,Nobunaga no Yabou: Tenshoki,1995,Strategy,Tecmo Koei,SAT,0,0,0.11,0,0.11
vgsales_ID_7248,Nobunaga no Yabou: Tenshoki,1996,Strategy,Tecmo Koei,SNES,0,0,0.17,0,0.17
vgsales_ID_7249,Nobunaga's Ambition (3DS),2013,Simulation,Tecmo Koei,3DS,0,0,0.04,0,0.04
vgsales_ID_7250,Nobunaga's Ambition II,2015,Strategy,Tecmo Koei,3DS,0,0,0.04,0,0.04
vgsales_ID_7251,Nobunaga's Ambition: Iron Triangle,2006,Strategy,Tecmo Koei,PS2,0.04,0.03,0,0.01,0.09
vgsales_ID_7252,Nobunaga's Ambition: Rise to Power,2004,Strategy,Tecmo Koei,PS2,0,0,0.08,0,0.08
vgsales_ID_7253,Nobunaga's Ambition: Sphere of Influence,2014,Strategy,Tecmo Koei,"PSV, PS4",0.03,0,0.05,0.01,0.09
vgsales_ID_7254,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,Misc,Tecmo Koei,"PS4, PSV, PS3",0,0,0.11,0,0.11
vgsales_ID_7255,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,2015,Strategy,Tecmo Koei,PSV,0,0,0.02,0,0.02
vgsales_ID_7256,Nodame Cantabile,2007,Misc,Banpresto,PS2,0,0,0.01,0,0.01
vgsales_ID_7257,Nodame Cantabile,2007,Misc,Namco Bandai Games,DS,0,0,0.1,0,0.1
vgsales_ID_7258,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,2010,Misc,Namco Bandai Games,DS,0,0,0.02,0,0.02
vgsales_ID_7259,Noddy in Toyland,2011,Misc,GSP,DS,0,0.05,0,0.01,0.06
vgsales_ID_7260,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",2008,Adventure,ASCII Media Works,PS2,0,0,0.02,0,0.02
vgsales_ID_7261,Nonomura Byoin no Hitobito,1996,Adventure,Elf,SAT,0,0,0.36,0,0.36
vgsales_ID_7262,Nora to Koku no Koubou: Kiri no Mori no Majo,2011,Role-Playing,Atlus,DS,0,0,0.05,0,0.05
vgsales_ID_7263,Norn + Nonette: Last Era,2015,Action,Idea Factory,PSV,0,0,0.01,0,0.01
vgsales_ID_7264,Norn9: Norn + Nonette,2013,Adventure,Idea Factory,PSP,0,0,0.04,0,0.04
vgsales_ID_7265,Norse by Norsewest: The Return of the Lost Vikings,1997,Action,Interplay,PS,0.04,0.03,0,0,0.07
vgsales_ID_7266,North American Hunting Extravaganza,2008,Sports,Zushi Games,Wii,0.33,0,0,0.03,0.36
vgsales_ID_7267,North American Hunting Extravaganza 2,2010,Sports,Unknown,Wii,0.03,0,0,0,0.04
vgsales_ID_7268,Nostalgia,2008,Role-Playing,Tecmo Koei,DS,0.16,0,0.02,0.01,0.19
vgsales_ID_7269,Nounai Aeshe: IQ Suppli DS,2006,Misc,Spike,DS,0,0,0.3,0,0.3
vgsales_ID_7270,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,2007,Misc,Spike,DS,0,0,0.05,0,0.05
vgsales_ID_7271,Nova Usagi no Game de Ryuugaku!? DS,2007,Misc,Konami Digital Entertainment,DS,0,0,0.01,0,0.01
vgsales_ID_7272,Novastorm,1995,Shooter,Psygnosis,PS,0.02,0.02,0,0,0.04
vgsales_ID_7273,Now! That's What I Call Music: Dance & Sing,2011,Misc,Unknown,Wii,0,0.18,0,0.04,0.21
vgsales_ID_7274,Nuclear Strike,1997,Simulation,Electronic Arts,PS,0.66,0.45,0,0.08,1.19
vgsales_ID_7275,Nuclear Strike 64,1999,Simulation,THQ,N64,0.09,0.02,0,0,0.11
vgsales_ID_7276,Nurarihyon no Mago: Hyakki Ryouran Taisen,2011,Fighting,Konami Digital Entertainment,PS3,0,0,0.02,0,0.02
vgsales_ID_7277,Nyaruko-San: Nafushigatai Game no You na Mono,2013,Adventure,5pb,PSV,0,0,0.01,0,0.01
vgsales_ID_7278,O.D.T.: Escape... Or Die Trying,1997,Adventure,Psygnosis,PS,0.07,0.05,0,0.01,0.12
vgsales_ID_7279,O.M.G. 26 - Our Mini Games,2007,Puzzle,505 Games,DS,0.02,0,0,0,0.02
vgsales_ID_7280,OK! Puzzle Stars,2010,Puzzle,Ubisoft,DS,0,0.06,0,0.01,0.07
vgsales_ID_7281,OZMAFIA!! -vivace-,2015,Adventure,dramatic create,PSV,0,0,0.03,0,0.03
vgsales_ID_7282,Obscure,2004,Adventure,MC2 Entertainment,XB,0.03,0.01,0,0,0.04
vgsales_ID_7283,Obscure,2004,Adventure,Microids,PS2,0.03,0.03,0,0.01,0.07
vgsales_ID_7284,Obscure: The Aftermath,2008,Action,Playlogic Game Factory,Wii,0.12,0,0,0.01,0.12
vgsales_ID_7285,Obscure: The Aftermath,2009,Action,Playlogic Game Factory,PSP,0.05,0.03,0,0.02,0.09
vgsales_ID_7286,Ocean Commander,2009,Simulation,Valcon Games,Wii,0.02,0,0,0,0.03
vgsales_ID_7287,Ochaken no Heya DS,2006,Simulation,MTO,DS,0,0,0.12,0,0.12
vgsales_ID_7288,Ochaken no Heya DS 2,2007,Simulation,MTO,DS,0,0,0.09,0,0.09
vgsales_ID_7289,Octomania,2007,Puzzle,Midas Interactive Entertainment,Wii,0.06,0,0,0,0.06
vgsales_ID_7290,Odama,2006,Misc,Nintendo,GC,0.07,0.02,0.02,0,0.11
vgsales_ID_7291,Oddworld: Abe's Exoddus,1998,Platform,GT Interactive,PS,0.55,0.38,0,0.06,0.99
vgsales_ID_7292,Oddworld: Abe's Oddysee,1997,Platform,GT Interactive,PS,0.75,0.44,0,0.06,1.24
vgsales_ID_7293,Oddworld: Munch's Oddysee,2001,Platform,Atari,XB,0.54,0.16,0,0.03,0.73
vgsales_ID_7294,Oddworld: Munch's Oddysee,2003,Platform,THQ,GBA,0.04,0.02,0,0,0.06
vgsales_ID_7295,Oddworld: Stranger's Wrath,2005,Adventure,Electronic Arts,XB,0.19,0.06,0,0.01,0.26
vgsales_ID_7296,Odin Sphere,2007,Role-Playing,Square Enix,PS2,0.23,0.18,0.09,0.06,0.56
